account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
0.676489464425224,1.2348827352504,1.56676695241564,0.476643152060274,1.5670362532586,-0.0706096195654975,-0.0559403500169171,-0.07042665429713,0.866743222365614,-0.465494364507839,0.866028511020259,-0.0850082287643166,-0.60119508969273,-0.0856904952884297,-0.427932021063042,no
0.149065046897909,1.3079484389764,-0.33373776358507,1.12450284010907,-0.334012969106894,-0.108080355893456,0.144866528395992,-0.107549443862787,1.05857073887661,0.147824669714573,1.05938993885372,1.24048169150936,-0.60119508969273,1.24116860248803,-0.427932021063042,no
0.902528500508359,-0.591759857899722,1.16830364480969,0.675984594536828,1.16846400152402,-1.57338336071837,0.496278565618582,-1.57389963170623,-0.756869056557319,0.198934589233107,-0.755570736037669,0.70312091302003,0.211533863438833,0.697156372399682,-1.18821849558496,no
-0.428590267536769,-0.591759857899722,2.19659605153471,-1.46693591208612,2.19675880816717,-2.74286476295413,-0.608159265652417,-2.74326750302442,-0.0785511373483468,-0.567714203544907,-0.0788057386205396,-1.30302599334012,1.0242628165704,-1.30640086524277,0.332354453458876,no
-0.654629303619904,-0.591759857899722,-0.24008970511547,0.626149233917689,-0.240040649592236,-1.03893233204064,1.09869920085731,-1.03793935735206,-0.276311463648339,1.06780322104819,-0.276561744359311,-0.0491841768650283,-0.60119508969273,-0.0458847223551361,1.09264092798079,no
0.425334979888407,-0.591759857899722,0.801056356693612,-0.121381175369387,0.80121585629432,0.386927792439051,0.0444630891895373,0.386647692230019,0.0598810910616474,0.914473462492587,0.0618207543492538,-1.41049814903799,0.617898340004615,-1.41254959306489,-1.18821849558496,no
0.500681325249452,1.16181703152439,0.705572061783431,-0.619734781560771,0.705083253572429,2.90929999051585,0.395875126412128,2.90867720834683,0.23193257494264,0.914473462492587,0.23320929265619,-0.980609526246528,1.0242628165704,-0.974686090798658,1.09264092798079,no
1.15368298504518,-0.591759857899722,-0.418204639851768,-1.06825302713302,-0.418264014189001,-1.93034142784261,-0.306948948033053,-1.93120648127568,0.216111748838641,-0.209944766915167,0.215630981034965,-1.12390573384368,0.617898340004615,-1.12064059155407,-1.18821849558496,no
0.400219531434726,-0.591759857899722,0.0867603813078395,-0.171216535988525,0.0872422563036421,2.97043645505094,-1.00977302247823,2.97132191573888,0.295215879358638,-0.516604284026373,0.294733383330474,-0.550720903455067,-0.194830613126948,-0.550091179510191,-0.427932021063042,no
1.00299029432309,2.11167117996246,1.44741158377791,-0.819076224037324,1.44714053525714,0.414537808680705,0.54648028522181,0.414489784404262,2.48244508823655,-0.158834847396633,2.48323318017288,0.344880394027145,0.211533863438833,0.338904416000037,-1.18821849558496,no
